1006870167-2d0d4 | http://is13.auto.ru/all/images/26/90/60x45/26908ec0.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #926547 | 345 000 |  2012  |  25 600 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1006877643-634a | http://is9.auto.ru/all/images/d6/8e/60x45/d68e2bd7.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 65 000 |  1997  |  188 232 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Ясногорск | 16.01.15
1006877961-4cd53 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 50 000 |  1995  |  106 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1006369667-c349 | http://is3.auto.ru/all/images/98/36/60x45/983637b5.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 80 000 |  1998  |  200 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Гатчина | 16.01.15
1006877209-9f2d | http://is18.auto.ru/all/images/e3/61/60x45/e361ea7f.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 70 000 |  1996  |  260 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Истра | 16.01.15
1006876647-5b00d | http://is18.auto.ru/all/images/24/8d/60x45/248dfc48.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 90 000 |  1997  |  5 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Киров | 16.01.15
1006876987-0e321 | http://is9.auto.ru/all/images/3e/57/60x45/3e57e0f6.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #FFFFFF | 200 000 |  1993  |  2 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Волоколамск | 16.01.15
1006876317-8e17c | http://is11.auto.ru/all/images/28/a2/60x45/28a28c0b.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FF0000 | 175 000 |  2007  |  86 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Набережные Челны | 16.01.15
1006875725-82deb | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 345 000 |  2012  |  20 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Валдай | 16.01.15
1006874929-c9c2e | http://is5.auto.ru/all/images/44/cb/60x45/44cb559b.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 135 000 |  2001  |  180 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Мичуринск | 16.01.15
1006875503-efd3d | http://is12.auto.ru/all/images/e2/8d/60x45/e28d5f28.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 519 000 |  2015  |  1 200 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Кропоткин | 16.01.15
1006875937-c6eed | http://is11.auto.ru/all/images/61/d1/60x45/61d15dc8.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 250 000 |  2011  |  60 200 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1006874949-51b438 | http://is15.auto.ru/all/images/8d/47/60x45/8d47e544.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 155 000 |  2003  |  61 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Ярославль | 16.01.15
1006875291-5b1d7e | http://is6.auto.ru/all/images/86/04/60x45/860484e3.jpg |  ВАЗ 2121 (4x4) Urban1.7 MT (83 л.с.) 4WD  | #FFCC00 | 800 000 |  2015  |  1 100 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1006874385-cd55 | http://is2.auto.ru/all/images/aa/7e/60x45/aa7e5ad6.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 90 000 |  1999  |  10 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Тула | 16.01.15
1005643417-5355c7 | http://is5.auto.ru/all/images/bb/97/60x45/bb97b432.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 70 000 |  1996  |  126 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Петушки | 16.01.15
1006873641-b3613 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 120 000 |  1996  |  130 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Осинники | 16.01.15
1006521715-99d370 | http://is18.auto.ru/all/images/ba/59/60x45/ba598573.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #000000 | 295 000 |  2011  |  31 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Тольятти | 16.01.15
1006872329-ff52db | http://is8.auto.ru/all/images/d8/7a/60x45/d87a2324.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 128 000 |  2002  |  140 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Рославль | 16.01.15
1004843887-23098 | http://is13.auto.ru/all/images/d1/67/60x45/d167cffd.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 139 000 |  2003  |  131 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Иваново | 16.01.15
1006872115-d539 | http://is1.auto.ru/all/images/a2/8c/60x45/a28c4cb3.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 160 000 |  1995  |  92 606 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1006567151-844ee | http://is5.auto.ru/all/images/fb/61/60x45/fb618e0e.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 199 900 |  2011  |  86 700 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Рязань | 16.01.15
1006214239-6a7ac3 | http://is2.auto.ru/all/images/8f/aa/60x45/8faa52f7.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 150 000 |  2001  |  127 463 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Дмитров | 16.01.15
1002473663-d40757 | http://is18.auto.ru/all/images/47/25/60x45/4725bd95.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #CC0033 | 90 000 |  2002  |  124 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Ярославль | 16.01.15
47475302-a7962 | http://is10.auto.ru/all/images/48/d1/60x45/48d12793.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 98 000 |  1996  |  157 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Ставрополь | 16.01.15
1006868533-963e | http://is15.auto.ru/all/images/6e/e1/60x45/6ee18ad0.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 299 000 |  2013  |  38 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Ярославль | 16.01.15
1005574631-6a2aeb | http://is1.auto.ru/all/images/5e/6f/60x45/5e6fa36b.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 75 000 |  1995  |  95 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1006110343-bf016 | http://is14.auto.ru/all/images/c3/fc/60x45/c3fc87b0.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 265 000 |  2010  |  71 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Серпухов | 16.01.15
1006866489-4ff6ef | http://is15.auto.ru/all/images/c2/2f/60x45/c22f9ad5.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 415 000 |  2013  |  10 100 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Магнитогорск | 16.01.15
1006803137-ca5e9 | http://is2.auto.ru/all/images/9b/2e/60x45/9b2e0aaa.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 120 000 |  2000  |  35 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Клин | 16.01.15
1006866079-33a70 | http://is5.auto.ru/all/images/4c/1e/60x45/4c1ef887.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #CC0033 | 360 000 |  2012  |  5 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1006811717-98fe94 | http://is16.auto.ru/all/images/27/30/60x45/273093ff.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 371 300 |  2013  |  20 500 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Брянск | 16.01.15
1006865843-4adf33 | http://is12.auto.ru/all/images/ac/ce/60x45/acceb40b.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 130 000 |  2001  |  129 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Подольск | 16.01.15
1006806793-e8a85 | http://is16.auto.ru/all/images/5c/0c/60x45/5c0ca362.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 120 000 |  2002  |  100 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 16.01.15
49328478-6edc9 | http://is11.auto.ru/all/images/c9/fa/60x45/c9fa4a2c.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 220 000 |  2006  |  30 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Новороссийск | 16.01.15
1006865093-0680 | http://is9.auto.ru/all/images/8b/04/60x45/8b0426c4.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 150 000 |  2003  |  74 532 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Кстово | 16.01.15
1006864269-31fc | http://is11.auto.ru/all/images/87/eb/60x45/87eb38db.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 125 000 |  2002  |  85 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1004435501-f91c | http://is4.auto.ru/all/images/0e/4a/60x45/0e4a3047.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 135 000 |  1998  |  79 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1005566871-44abcf | http://is10.auto.ru/all/images/83/56/60x45/83560c49.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 465 000 |  2014  |  1 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1005636457-732b3 | http://is17.auto.ru/all/images/0f/bb/60x45/0fbb5f5c.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 465 000 |  2014  |  1 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1006862285-746d | http://is4.auto.ru/all/images/d6/19/60x45/d619f122.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #FFFFFF | 210 000 Правый руль |  1999  |  110 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Смоленск | 16.01.15
1006862085-8523 | http://is6.auto.ru/all/images/1e/3c/60x45/1e3c6668.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #9966CC | 320 000 |  2009  |  30 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1006860799-64d832 | http://is2.auto.ru/all/images/6d/44/60x45/6d44c95c.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 420 000 |  2013  |  8 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
49452554-572b9 | http://is18.auto.ru/all/images/1f/c4/60x45/1fc4bf04.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #ffefd5 | 150 000 |  2002  |  135 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1006858783-3cad91 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #CC0033 | 140 000 |  1999  |  52 890 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
48129686-49954c | http://is18.auto.ru/all/images/e4/59/60x45/e4595019.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 65 000 |  1998  |  99 999 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Фрязино | 16.01.15
1006023843-08a5 | http://is7.auto.ru/all/images/2b/f5/60x45/2bf57813.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 175 000 |  2007  |  89 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Орел | 16.01.15
1006856919-9b66 | http://is7.auto.ru/all/images/10/36/60x45/1036e96a.jpg |  ВАЗ 2121 (4x4) 212171.6 MT (73 л.с.) 4WD  | #FFFFFF | 52 000 |  1994  |  60 999 км  |  1.6 MT (73 л.с.) 4WDвнедорожник, бензин, полный  | Златоуст | 16.01.15
1006816315-f031 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 315 000 |  2009  |  26 500 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Пушкино | 16.01.15
45164826-d2ae1 | http://is12.auto.ru/all/images/dc/26/60x45/dc26bb8d.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 240 000 |  2010  |  59 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Прохоровка | 15.01.15
1006814567-4ad026 | http://is18.auto.ru/all/images/e2/78/60x45/e2788f71.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 130 000 |  1997  |  148 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Дмитровск-Орловский | 15.01.15
1006809691-5529 | http://is9.auto.ru/all/images/23/5d/60x45/235deb21.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #fde910 | 75 000 |  1998  |  70 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Нижний Новгород | 15.01.15
35344450-514e | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 130 000 |  1997  |  128 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Сергиев Посад | 15.01.15
1004894827-750c | http://is8.auto.ru/all/images/62/4c/60x45/624ccf9e.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #ffefd5 | 100 000 |  1995  |  110 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Кострома | 15.01.15
1006813547-999c | http://is9.auto.ru/all/images/70/30/60x45/7030c4db.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 110 000 |  2000  |  150 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Тула | 15.01.15
1006812037-9070c4 | http://is14.auto.ru/all/images/15/f5/60x45/15f55aba.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FF0000 | 275 000 |  2011  |  37 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Кромы | 15.01.15
1006811697-008a | http://is5.auto.ru/all/images/3e/4d/60x45/3e4d187c.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 255 000 |  2010  |  55 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 15.01.15
1006810033-c96e | http://is3.auto.ru/all/images/ec/ee/60x45/eceebade.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 106 915 |  1998  |  141 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Дзержинск | 15.01.15
1006808093-58478 | http://is8.auto.ru/all/images/0b/16/60x45/0b16f8bc.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 120 000 |  1999  |  87 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Вязьма | 15.01.15
1002931598-2aaf | http://is11.auto.ru/all/images/cb/d2/60x45/cbd2423e.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 220 000 |  2001  |  20 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Смоленск | 15.01.15
1006808325-2513b | http://is8.auto.ru/all/images/6c/f1/60x45/6cf18b73.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 60 000 |  1998  |  100 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Киров | 15.01.15
1006686129-d51ae | http://is13.auto.ru/all/images/29/d4/60x45/29d41140.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #ffefd5 | 50 000 |  1985  |  170 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 15.01.15
1006807445-a95679 | http://is7.auto.ru/all/images/5b/4c/60x45/5b4c9fa2.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 212 000 |  2009  |  83 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 15.01.15
1006806709-d67f | http://is18.auto.ru/all/images/20/a5/60x45/20a5ce93.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 180 000 |  2001  |  10 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Чебоксары | 15.01.15
1006806487-7c8979 | http://is6.auto.ru/all/images/5b/4e/60x45/5b4e3416.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 40 000 |  1994  |  1 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Калуга | 15.01.15
1006806111-5d4fad | http://is8.auto.ru/all/images/b2/b4/60x45/b2b44b89.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 140 000 |  2003  |  195 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Собинка | 15.01.15
1006802191-d0b5 | http://is4.auto.ru/all/images/38/da/60x45/38dac2f1.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 80 000 |  1998  |  164 504 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Тверь | 15.01.15
1006311947-9a243 | http://is1.auto.ru/all/images/be/0b/60x45/be0b6314.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FF0000 | 455 000 |  2013  |  17 100 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 15.01.15
1005047081-98eb5 | http://is8.auto.ru/all/images/94/4b/60x45/944b5849.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 400 000 |  2013  |  1 700 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Новозыбков | 15.01.15
1006804641-a8b2c6 | http://is7.auto.ru/all/images/3b/d6/60x45/3bd6f165.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 370 000 |  2013  |  9 800 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Пенза | 15.01.15
1006803565-b99194 | http://is6.auto.ru/all/images/54/7d/60x45/547d8f34.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #CC0033 | 178 000 |  2006  |  66 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 15.01.15
1005702645-65ff47 | http://is3.auto.ru/all/images/51/5e/60x45/515e1770.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 70 000 |  1996  |  120 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Зеленоград | 15.01.15
1006466381-774fc0 | http://is6.auto.ru/all/images/41/c4/60x45/41c4115e.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FF0000 | 250 000 |  2010  |  42 303 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Тверь | 15.01.15
1004081874-683321 | http://is16.auto.ru/all/images/cf/9a/60x45/cf9ad36e.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 90 000 |  2001  |  116 500 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Ярославль | 15.01.15
1006688809-c7752 | http://is16.auto.ru/all/images/93/a9/60x45/93a93586.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 65 000 |  1997  |  84 224 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 15.01.15
1003847278-2986 | http://is12.auto.ru/all/images/77/2e/60x45/772e06ac.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 90 000 |  1999  |  85 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Киров | 15.01.15
1006799645-6b754c | http://is8.auto.ru/all/images/4b/6e/60x45/4b6e2848.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 480 000 |  2014  |  17 500 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Сочи | 15.01.15
1006798151-93db14 | http://is6.auto.ru/all/images/8a/0f/60x45/8a0f8ae7.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 115 000 |  1999  |  86 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Тверь | 15.01.15
1006798635-f21a9 | http://is15.auto.ru/all/images/7e/49/60x45/7e490a56.jpg |  ВАЗ 2121 (4x4) 212181.7 MT (79 л.с.) 4WD  | #34ba2b | 135 000 |  1999  |  111 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Иваново | 15.01.15
1006797805-9055 | http://is11.auto.ru/all/images/7d/86/60x45/7d864663.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 295 000 |  2010  |  40 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 15.01.15
49333848-dc729a | http://is13.auto.ru/all/images/c6/54/60x45/c654d079.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 120 000 |  1998  |  5 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Тверь | 15.01.15
1006794287-31464 | http://is7.auto.ru/all/images/cd/21/60x45/cd210da8.jpg |  ВАЗ 2121 (4x4) Urban1.7 MT (83 л.с.) 4WD  | #926547 | 519 000 |  2015  |  18 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Курск | 15.01.15
45966872-a4e47 | http://is10.auto.ru/all/images/8b/ce/60x45/8bcec2eb.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 219 000 |  2009  |  46 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 15.01.15
1006754611-3f87 | http://is17.auto.ru/all/images/16/90/60x45/169007ab.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 235 000 |  2010  |  70 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Новороссийск | 15.01.15
1006467205-ef5b | http://is14.auto.ru/all/images/2f/04/60x45/2f04d331.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #FF0000 | 115 000 |  1994  |  40 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Чехов | 15.01.15
1006208447-bd26 | http://is9.auto.ru/all/images/c2/a1/60x45/c2a1bbb5.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 268 000 |  2010  |  53 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Курск | 14.01.15
43584570-b9299e | http://is14.auto.ru/all/images/ed/83/60x45/ed83d0fd.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #FF0000 | 130 000 |  2001  |  150 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Рязань | 14.01.15
1006751427-70936 | http://is2.auto.ru/all/images/db/7d/60x45/db7d8230.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 225 000 |  2010  |  34 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Рязань | 14.01.15
43835120-f9f9 | http://is16.auto.ru/all/images/53/9a/60x45/539a4be0.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #0000FF | 140 000 |  2002  |  140 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Гагарин | 14.01.15
1006160611-ed0515 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 210 000 |  2005  |  126 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Каменск-Шахтинский | 14.01.15
