1006867571-6b7a | http://is11.auto.ru/all/images/af/da/60x45/afdabf7a.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 350 000 |  2005  |  87 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007164029-e1adb8 | http://is6.auto.ru/all/images/7a/d3/60x45/7ad3c9f8.jpg |  Skoda Octavia II Рестайлинг1.4 MT (122 л.с.)  | #FFFFFF | 710 000 |  2010  |  96 000 км  |  1.4 MT (122 л.с.)универсал, бензин, передний  | Белгород | 21.01.15
1007164993-22439d | http://is11.auto.ru/all/images/28/65/60x45/28651a18.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 610 000 |  2013  |  38 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Киров | 21.01.15
1006750859-f0c7 | http://is2.auto.ru/all/images/d1/62/60x45/d1629a44.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #FFFFFF | 805 000 |  2012  |  9 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1002162493-8f3e8 | http://is3.auto.ru/all/images/de/d6/60x45/ded6978a.jpg |  Skoda Octavia I Рестайлинг1.8 MT (150 л.с.)  | #CACECB | 240 000 |  2001  |  287 900 км  |  1.8 MT (150 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1007164953-001d70 | http://is4.auto.ru/all/images/ac/d5/60x45/acd5dce2.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #9c9999 | 650 000 |  2013  |  47 000 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 21.01.15
1007165017-83f3 | http://is4.auto.ru/all/images/28/4d/60x45/284dd79b.jpg |  Skoda Octavia II Рестайлинг1.8 MT (152 л.с.)  | #FFFFFF | 710 000 |  2012  |  63 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Уват | 21.01.15
1006802475-e626d2 | http://is3.auto.ru/all/images/56/82/60x45/56821850.jpg |  Skoda Octavia II Рестайлинг1.8 MT (152 л.с.)  | #000000 | 859 000 |  2013  |  17 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1004252425-e1875 | http://is8.auto.ru/all/images/3a/0f/60x45/3a0f22e6.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #000000 | 355 000 |  2008  |  106 288 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1007164235-6f979e | http://is9.auto.ru/all/images/20/89/60x45/2089b4df.jpg |  Skoda Octavia I Рестайлинг1.6 MT (75 л.с.)  | #0088ff | 260 000 |  2004  |  150 000 км  |  1.6 MT (75 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1004765163-479e | http://is12.auto.ru/all/images/6b/a6/60x45/6ba61269.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #9c9999 | 360 000 |  2007  |  79 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1007114823-205563 | http://is18.auto.ru/all/images/19/c1/60x45/19c1d948.jpg |  Skoda Octavia II Рестайлинг1.4 MT (122 л.с.)  | #ffefd5 | 670 000 |  2011  |  57 500 км  |  1.4 MT (122 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1007098859-0579c7 | http://is16.auto.ru/all/images/e8/39/60x45/e8392862.jpg |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #CACECB | 630 000 |  2011  |  18 500 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1006210555-8854 | http://is18.auto.ru/all/images/91/bd/60x45/91bdea44.jpg |  Skoda Octavia II Рестайлинг1.8 MT (152 л.с.)  | #ffefd5 | 665 000 |  2011  |  63 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1006262921-459c6 | http://is5.auto.ru/all/images/b0/5b/60x45/b05bb626.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #FF0000 | 527 000 |  2010  |  113 000 км  |  1.6 MT (102 л.с.)универсал, бензин, передний  | Москва | 21.01.15
1006263351-0d79 | http://is4.auto.ru/all/images/82/ff/60x45/82ff4918.jpg |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #ffefd5 | 577 000 |  2010  |  64 500 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1006263227-ea3b | http://is6.auto.ru/all/images/6c/59/60x45/6c59b6a3.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #000000 | 567 000 |  2009  |  91 000 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1006264215-2c55 | http://is18.auto.ru/all/images/94/de/60x45/94deddec.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #9c9999 | 300 000 |  2007  |  120 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1006263873-8dc15 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #0088ff | 620 000 |  2009  |  113 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1006621153-41b291 | http://is9.auto.ru/all/images/ee/22/60x45/ee22cd25.jpg |  Skoda Octavia I Рестайлинг1.8 MT (150 л.с.)  | #9c9999 | 349 000 |  2003  |  106 377 км  |  1.8 MT (150 л.с.)универсал, бензин, передний  | Москва | 21.01.15
1006675369-5e02b | http://is6.auto.ru/all/images/73/81/60x45/7381b6b8.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #000000 | 439 000 |  2007  |  105 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1007160751-3bca | http://is18.auto.ru/all/images/cd/9b/60x45/cd9b5519.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #ffefd5 | 325 000 |  2007  |  240 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1007159283-ee7849 | http://is15.auto.ru/all/images/63/92/60x45/6392cb88.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 340 000 |  2006  |  170 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Смоленск | 21.01.15
1007159885-1955d | http://is16.auto.ru/all/images/eb/79/60x45/eb796c15.jpg |  Skoda Octavia II Рестайлинг1.4 MT (80 л.с.)  | #CACECB | 455 000 |  2009  |  60 000 км  |  1.4 MT (80 л.с.)лифтбек, бензин, передний  | Рязань | 21.01.15
1001306733-f35d | http://is18.auto.ru/all/images/4e/40/60x45/4e404e12.jpg |  Skoda Octavia III1.4 MT (140 л.с.)  | #0088ff | 800 000 |  2013  |  44 000 км  |  1.4 MT (140 л.с.)лифтбек, бензин, передний  | Чебоксары | 21.01.15
1006987287-34bf5 | http://is6.auto.ru/all/images/bc/b4/60x45/bcb4ad5d.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #0000FF | 695 000 |  2011  |  75 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1001757033-217b0e | http://is4.auto.ru/all/images/9e/88/60x45/9e88397c.jpg |  Skoda Octavia II2.0d AT (140 л.с.)  | #34ba2b | 500 000 |  2008  |  155 000 км  |  2.0d AT (140 л.с.)лифтбек, дизель, передний  | Пролетарск | 21.01.15
1007110577-101050 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #9c9999 | 650 000 |  2011  |  73 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1007157089-3ebe1b | http://is14.auto.ru/all/images/38/30/60x45/3830391c.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #FFFFFF | 499 000 |  2010  |  113 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Екатеринбург | 21.01.15
1006860305-a422b4 | http://is1.auto.ru/all/images/d6/1a/60x45/d61aa831.jpg |  Skoda Octavia II1.6 MT (115 л.с.)  | #0000FF | 295 000 |  2007  |  80 000 км  |  1.6 MT (115 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1005260459-b9e9 | http://is9.auto.ru/all/images/17/80/60x45/1780d75f.jpg |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #CACECB | 629 000 |  2011  |  95 000 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 21.01.15
1007153303-1ed2 | http://is6.auto.ru/all/images/b7/b8/60x45/b7b88db2.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #CACECB | 599 999 |  2011  |  48 000 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1007153197-446b7 | http://is16.auto.ru/all/images/48/c5/60x45/48c51d5e.jpg |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #FF0000 | 599 000 |  2011  |  68 228 км  |  1.6 AT (102 л.с.)универсал, бензин, передний  | Санкт-Петербург | 21.01.15
1007152675-26092a | http://is5.auto.ru/all/images/72/89/60x45/7289e1be.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #9c9999 | 655 555 |  2011  |  68 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1006410989-c46659 | http://is11.auto.ru/all/images/75/4e/60x45/754e3e20.jpg |  Skoda Octavia I Рестайлинг1.6 MT (75 л.с.)  | #9c9999 | 239 500 |  2003  |  120 000 км  |  1.6 MT (75 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1007151479-2c2914 | http://is3.auto.ru/all/images/fe/48/60x45/fe481013.jpg |  Skoda Octavia II Рестайлинг1.8 MT (152 л.с.)  | #000000 | 679 888 |  2011  |  110 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 21.01.15
1007150393-f263 | http://is18.auto.ru/all/images/89/a2/60x45/89a203ad.jpg |  Skoda Octavia I Рестайлинг1.8 AT (150 л.с.)  | #9c9999 | 769 000 |  2011  |  97 730 км  |  1.8 AT (150 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1007150297-847bf | http://is10.auto.ru/all/images/1a/20/60x45/1a20ac50.jpg |  Skoda Octavia II Рестайлинг1.8 MT (160 л.с.)  | #9c9999 | 655 555 |  2012  |  74 000 км  |  1.8 MT (160 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1007147717-87315 | http://is2.auto.ru/all/images/ed/cf/60x45/edcfd7fe.jpg |  Skoda Octavia III1.4 AT (140 л.с.)  | #CACECB | 825 000 |  2013  |  22 000 км  |  1.4 AT (140 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 21.01.15
1007147061-a60db | http://is9.auto.ru/all/images/7d/3f/60x45/7d3fa4c5.jpg |  Skoda Octavia II Рестайлинг1.4 MT (80 л.с.)  | #CACECB | 550 000 |  2011  |  52 500 км  |  1.4 MT (80 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 21.01.15
1007104331-e86e | http://is11.auto.ru/all/images/94/99/60x45/94996a1a.jpg |  Skoda Octavia II Рестайлинг1.8 AT (160 л.с.)  | #9c9999 | 530 000 |  2008  |  96 000 км  |  1.8 AT (160 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1007119563-9c3bad | http://is16.auto.ru/all/images/2a/8c/60x45/2a8cb231.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #FF0000 | 649 000 |  2011  |  47 500 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 21.01.15
1006923987-3f2d | http://is6.auto.ru/all/images/b2/04/60x45/b2044360.jpg |  Skoda Octavia II Рестайлинг1.4 AT  | #9c9999 | 665 000 |  2012  |  41 000 км  |  1.4 ATлифтбек, бензин, передний  | Москва | 21.01.15
1006691821-b5446 | http://is9.auto.ru/all/images/96/88/60x45/96887326.jpg |  Skoda Octavia II1.4 MT (80 л.с.)  | #0000FF | 399 000 |  2008  |  149 000 км  |  1.4 MT (80 л.с.)лифтбек, бензин, передний  | Луховицы | 21.01.15
1007118517-d903 | http://is15.auto.ru/all/images/e6/c5/60x45/e6c5ffce.jpg |  Skoda Octavia I Рестайлинг1.8 MT (150 л.с.)  | #34ba2b | 230 000 |  2002  |  197 500 км  |  1.8 MT (150 л.с.)лифтбек, бензин, передний  | Голицыно | 21.01.15
1006677011-be7ec8 | http://is13.auto.ru/all/images/c9/0e/60x45/c90e60b5.jpg |  Skoda Octavia II1.6 MT (102 л.с.)  | #34ba2b | 370 000 |  2005  |  145 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Орел | 21.01.15
1002801285-2356d2 | http://is12.auto.ru/all/images/0f/c6/60x45/0fc6386a.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #000000 | 690 000 |  2011  |  69 000 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Саранск | 20.01.15
1003146298-cfef | http://is11.auto.ru/all/images/bf/b1/60x45/bfb1e6ce.jpg |  Skoda Octavia II Рестайлинг1.9d MT (105 л.с.) 4WD  | #0000FF | 871 383 |  2010  |  106 000 км  |  1.9d MT (105 л.с.) 4WDуниверсал, дизель, полный  | Москва | 20.01.15
1006994151-fb985f | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #FFFFFF | 770 000 |  2012  |  65 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Воронеж | 20.01.15
1005452843-3393f7 | http://is16.auto.ru/all/images/58/90/60x45/5890eced.jpg |  Skoda Octavia I1.8 MT (150 л.с.)  | #CACECB | 310 000 |  2003  |  176 000 км  |  1.8 MT (150 л.с.)лифтбек, бензин, передний  | Малоярославец | 20.01.15
1007099579-5f87 | http://is6.auto.ru/all/images/7b/10/60x45/7b1013c5.jpg |  Skoda Octavia I1.6 AT (101 л.с.)  | #9c9999 | 195 000 |  1999  |  199 000 км  |  1.6 AT (101 л.с.)лифтбек, бензин, передний  | Липецк | 20.01.15
1007117447-09117 | http://is3.auto.ru/all/images/00/4c/60x45/004c80d2.jpg |  Skoda Octavia I Рестайлинг1.8 AT (150 л.с.)  | #0088ff | 330 000 |  2004  |  150 000 км  |  1.8 AT (150 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 20.01.15
1007117345-ab5c | http://is7.auto.ru/all/images/90/c1/60x45/90c10c1f.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #9c9999 | 795 000 |  2012  |  52 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1004301189-219a6 | http://is18.auto.ru/all/images/4c/8c/60x45/4c8c988b.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #0000FF | 400 000 |  2006  |  143 000 км  |  1.6 MT (102 л.с.)универсал, бензин, передний  | Смоленск | 20.01.15
1007116633-41ec00 | http://is9.auto.ru/all/images/11/03/60x45/11035188.jpg |  Skoda Octavia I Рестайлинг1.8 MT (150 л.с.)  | #9c9999 | 400 000 |  2008  |  81 000 км  |  1.8 MT (150 л.с.)лифтбек, бензин, передний  | Жуковский | 20.01.15
1007116693-805dae | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #FFFFFF | 630 000 |  2012  |  41 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 20.01.15
1005186125-d1a94 | http://is5.auto.ru/all/images/d7/a7/60x45/d7a7d2c7.jpg |  Skoda Octavia II Рестайлинг1.8 AT (160 л.с.)  | #9c9999 | 580 000 |  2009  |  97 000 км  |  1.8 AT (160 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1006515555-901df | http://is1.auto.ru/all/images/9d/36/60x45/9d367f8d.jpg |  Skoda Octavia III1.8 AT (180 л.с.)  | #FFFFFF | 1 050 000 |  2014  |  17 350 км  |  1.8 AT (180 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007116181-41b3 | http://is7.auto.ru/all/images/16/37/60x45/163764b8.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #FF0000 | 285 000 |  2007  |  170 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1002153375-32bb | http://is8.auto.ru/all/images/bc/e3/60x45/bce376f3.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #000000 | 629 000 |  2009  |  100 856 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007116049-18c7 | http://is9.auto.ru/all/images/5f/e1/60x45/5fe13db9.jpg |  Skoda Octavia I Рестайлинг1.8 MT (150 л.с.)  | #000000 | 480 000 |  2007  |  78 000 км  |  1.8 MT (150 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007115421-bcd56e | http://is5.auto.ru/all/images/bc/9c/60x45/bc9ca5e1.jpg |  Skoda Octavia I Рестайлинг1.8 MT (150 л.с.)  | #34ba2b | 310 000 |  2001  |  212 000 км  |  1.8 MT (150 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007115883-d80a6 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #FFFFFF | 680 000 |  2010  |  69 000 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Ростов-на-Дону | 20.01.15
49404090-b00d | http://is18.auto.ru/all/images/d7/25/60x45/d72534e3.jpg |  Skoda Octavia I Рестайлинг1.8 MT (150 л.с.)  | #000000 | 445 000 |  2005  |  163 000 км  |  1.8 MT (150 л.с.)лифтбек, бензин, передний  | Ярославль | 20.01.15
1007115617-6402c | http://is14.auto.ru/all/images/ba/c2/60x45/bac29b32.jpg |  Skoda Octavia III1.4 AT (140 л.с.)  | #000000 | 1 150 000 |  2014  |  15 300 км  |  1.4 AT (140 л.с.)лифтбек, бензин, передний  | Елец | 20.01.15
1007114969-5cd38 | http://is3.auto.ru/all/images/27/e6/60x45/27e6e3da.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #34ba2b | 320 000 |  2007  |  184 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 20.01.15
1007115599-722aa0 | http://is17.auto.ru/all/images/da/1f/60x45/da1f96b4.jpg |  Skoda Octavia II1.6 MT (102 л.с.)  | #9c9999 | 360 000 |  2007  |  164 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Березники | 20.01.15
1007000877-f4ff | http://is5.auto.ru/all/images/4c/9d/60x45/4c9d714d.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #0088ff | 285 000 |  2006  |  153 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 20.01.15
1007115129-c0cd86 | http://is5.auto.ru/all/images/40/e8/60x45/40e85f3e.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #000000 | 649 999 |  2011  |  92 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 20.01.15
1002231723-2ff14 | http://is17.auto.ru/all/images/24/d5/60x45/24d59dfa.jpg |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #9c9999 | 719 000 |  2008  |  40 950 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1002673469-46f79d | http://is7.auto.ru/all/images/09/0b/60x45/090b0792.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #9c9999 | 739 000 |  2010  |  132 500 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1006466753-a20c1 | http://is3.auto.ru/all/images/aa/37/60x45/aa37c9a4.jpg |  Skoda Octavia II1.6 MT (102 л.с.)  | #000000 | 390 000 |  2006  |  120 500 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Иваново | 20.01.15
1006316981-aa32d | http://is11.auto.ru/all/images/7e/c9/60x45/7ec93223.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 450 000 |  2010  |  83 550 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007114057-69396e | http://is18.auto.ru/all/images/2a/16/60x45/2a1686e8.jpg |  Skoda Octavia III1.6 MT (110 л.с.)  | #FFFFFF | 780 000 |  2014  |  14 км  |  1.6 MT (110 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 20.01.15
1007110169-99cd6 | http://is13.auto.ru/all/images/79/b9/60x45/79b9abb3.jpg |  Skoda Octavia III1.4 AT (140 л.с.)  | #926547 | 860 000 |  2013  |  16 011 км  |  1.4 AT (140 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007113665-a56c0a | http://is15.auto.ru/all/images/86/15/60x45/8615faa4.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 235 000 |  2004  |  137 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007113325-ebef11 | http://is18.auto.ru/all/images/ba/1d/60x45/ba1da446.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #0088ff | 580 000 |  2011  |  85 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Орел | 20.01.15
1006927109-d750 | http://is16.auto.ru/all/images/39/38/60x45/39385ca1.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #000000 | 362 000 |  2009  |  72 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007113175-b22f | http://is17.auto.ru/all/images/92/55/60x45/9255541a.jpg |  Skoda Octavia I Рестайлинг1.6 MT (75 л.с.)  | #34ba2b | 210 000 |  2001  |  130 000 км  |  1.6 MT (75 л.с.)лифтбек, бензин, передний  | Нижний Новгород | 20.01.15
48197148-0325 | http://is7.auto.ru/all/images/59/17/60x45/59171359.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #9c9999 | 549 000 |  2009  |  128 122 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1006927549-b2d58 | http://is15.auto.ru/all/images/d9/72/60x45/d97234af.jpg |  Skoda Octavia II1.6 MT (102 л.с.)  | #9c9999 | 596 700 |  2008  |  97 826 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007111947-05503 | http://is8.auto.ru/all/images/96/8e/60x45/968e91b4.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #0000FF | 320 000 |  2007  |  140 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1006926141-57b48 | http://is17.auto.ru/all/images/7f/94/60x45/7f94d60a.jpg |  Skoda Octavia I Рестайлинг1.8 MT (150 л.с.)  | #CACECB | 355 000 |  2006  |  209 000 км  |  1.8 MT (150 л.с.)лифтбек, бензин, передний  | Пушкино | 20.01.15
1007111685-ca854 | http://is14.auto.ru/all/images/df/5b/60x45/df5b3b3a.jpg |  Skoda Octavia II Рестайлинг Scout1.8 MT (152 л.с.) 4WD  | #FFFFFF | 1 100 000 |  2011  |  110 000 км  |  1.8 MT (152 л.с.) 4WDуниверсал, бензин, полный  | Москва | 20.01.15
1005641407-f20d27 | http://is11.auto.ru/all/images/0f/e1/60x45/0fe19d64.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 600 000 |  2009  |  45 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007111205-c496c7 | http://is3.auto.ru/all/images/4d/a6/60x45/4da6bc85.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #ffefd5 | 365 000 |  2008  |  128 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Угра | 20.01.15
1007110185-01b94 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia I1.8 MT (125 л.с.)  | #FF0000 | 210 000 |  1998  |  190 000 км  |  1.8 MT (125 л.с.)лифтбек, бензин, передний  | Щекино | 20.01.15
1007109945-2f44 | http://is12.auto.ru/all/images/ac/03/60x45/ac03fbe5.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #0000FF | 266 000 |  2005  |  82 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1002613661-32cd01 | http://is2.auto.ru/all/images/81/18/60x45/81189362.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #000000 | 739 800 |  2010  |  121 595 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
50201174-fddd3 | http://is13.auto.ru/all/images/07/6d/60x45/076d6b3d.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #9c9999 | 819 720 |  2011  |  59 630 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1004969243-94c574 | http://is8.auto.ru/all/images/2d/35/60x45/2d35cdd1.jpg |  Skoda Octavia III1.8 AT (180 л.с.)  | #926547 | 1 329 480 |  2013  |  29 134 км  |  1.8 AT (180 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1004906727-8ca5d6 | http://is13.auto.ru/all/images/63/5a/60x45/635aad93.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #CACECB | 759 600 |  2009  |  58 591 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1005978481-94c6c | http://is2.auto.ru/all/images/b2/bf/60x45/b2bfc741.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 405 000 |  2007  |  135 454 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007106927-4ea6b | http://is3.auto.ru/all/images/7c/ec/60x45/7cec034f.jpg |  Skoda Octavia III1.4 AT (140 л.с.)  | #CACECB | 710 000 |  2013  |  13 000 км  |  1.4 AT (140 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1006807749-95cbec | http://is4.auto.ru/all/images/c3/25/60x45/c32562e5.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #0088ff | 387 000 |  2007  |  65 307 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1006620513-ce9c20 | http://is11.auto.ru/all/images/f3/95/60x45/f395128d.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 441 000 |  2009  |  83 028 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007109371-bf4e | http://is13.auto.ru/all/images/ac/77/60x45/ac77ed30.jpg |  Skoda Octavia II Рестайлинг1.8 MT (152 л.с.)  | #0000FF | 670 000 |  2012  |  127 000 км  |  1.8 MT (152 л.с.)универсал, бензин, передний  | Воронеж | 20.01.15
1007109253-2607a0 | http://is14.auto.ru/all/images/8c/3d/60x45/8c3d2604.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 359 000 |  2008  |  93 500 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Тверь | 20.01.15
