48886618-4ddd | http://is3.auto.ru/all/images/5c/10/60x45/5c10dc0f.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 415 555 |  2007  |  115 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1004767015-13d88 | http://is18.auto.ru/all/images/25/f4/60x45/25f4bfe3.jpg |  Opel Astra H Рестайлинг1.4 MT (90 л.с.)  | #000000 | 365 000 |  2007  |  70 000 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Нижний Новгород | 16.01.15
1006865747-a02b9 | /i/all7/img/no-photo-thumb.gif |  Opel Astra J1.4 AT (140 л.с.)  | #000000 | 610 000 |  2011  |  78 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Липецк | 16.01.15
1002611487-116ce0 | http://is9.auto.ru/all/images/b9/31/60x45/b9310e36.jpg |  Opel Astra H Рестайлинг1.4 MT (90 л.с.)  | #CACECB | 349 999 |  2008  |  330 000 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006068321-be69f | http://is2.auto.ru/all/images/2d/fe/60x45/2dfe17f2.jpg |  Opel Astra H Рестайлинг1.3d MT (90 л.с.)  | #0000FF | 440 000 |  2010  |  116 000 км  |  1.3d MT (90 л.с.)универсал, дизель, передний  | Новодвинск | 16.01.15
17823886-6196 | http://is1.auto.ru/all/images/b3/5d/60x45/b35d70d5.jpg |  Opel Astra H Рестайлинг1.4 MT (90 л.с.)  | #0088ff | 850 200 |  2008  |  70 300 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1003009614-4f884b | http://is18.auto.ru/all/images/55/2c/60x45/552cbd73.jpg |  Opel Astra H1.4 MT (90 л.с.)  | #9c9999 | 300 000 |  2006  |  138 000 км  |  1.4 MT (90 л.с.)универсал, бензин, передний  | Иваново | 16.01.15
1006865821-ec1b6 | http://is6.auto.ru/all/images/0c/8c/60x45/0c8c4519.jpg |  Opel Astra H1.8 AT (125 л.с.)  | #CACECB | 395 000 |  2007  |  99 000 км  |  1.8 AT (125 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 16.01.15
42031072-16cf | http://is5.auto.ru/all/images/8b/1a/60x45/8b1ae25d.jpg |  Opel Astra H Рестайлинг1.4 MT (90 л.с.)  | #CACECB | 370 000 |  2008  |  85 000 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Острогожск | 16.01.15
24110228-d9e044 | http://is9.auto.ru/all/images/b3/1f/60x45/b31f12cc.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #9c9999 | 540 000 |  2010  |  28 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Рязань | 16.01.15
1004140449-f580 | http://is2.auto.ru/all/images/9a/f5/60x45/9af59a69.jpg |  Opel Astra J1.6 MT (115 л.с.)  | #000000 | 560 000 |  2010  |  65 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Рязань | 16.01.15
1005313115-0500b | http://is12.auto.ru/all/images/14/ce/60x45/14ce0139.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #9c9999 | 658 800 |  2011  |  92 653 км  |  1.6 AT (115 л.с.)седан, бензин, передний  | Москва | 16.01.15
1005643195-c421d6 | http://is17.auto.ru/all/images/77/0c/60x45/770c90f4.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #0000FF | 430 000 |  2008  |  89 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 16.01.15
1006735797-2496 | http://is3.auto.ru/all/images/db/38/60x45/db38c726.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #9c9999 | 575 000 |  2010  |  67 900 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 16.01.15
1001887343-e23a | http://is11.auto.ru/all/images/a9/07/60x45/a907b606.jpg |  Opel Astra J1.6 MT (115 л.с.)  | #0000FF | 561 900 |  2011  |  61 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006864633-162827 | http://is11.auto.ru/all/images/b0/29/60x45/b02959c5.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #926547 | 949 000 |  2013  |  1 524 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 16.01.15
1006804327-38a3a | http://is16.auto.ru/all/images/2d/41/60x45/2d41dcd5.jpg |  Opel Astra J Рестайлинг1.6 AT (115 л.с.)  | #926547 | 900 000 |  2013  |  15 500 км  |  1.6 AT (115 л.с.)седан, бензин, передний  | Казань | 16.01.15
1006807215-457a52 | http://is14.auto.ru/all/images/65/9e/60x45/659e64bd.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #0000FF | 530 000 |  2011  |  75 000 км  |  1.6 AT (115 л.с.)универсал, бензин, передний  | Санкт-Петербург | 16.01.15
47976196-2f211 | http://is17.auto.ru/all/images/dc/21/60x45/dc21f1e4.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #000000 | 900 000 |  2013  |  24 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Челябинск | 16.01.15
1006863891-b695 | http://is2.auto.ru/all/images/eb/f9/60x45/ebf9be74.jpg |  Opel Astra J Рестайлинг1.6 MT (115 л.с.)  | #926547 | 798 500 |  2014  |  8 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Курск | 16.01.15
1002348131-2b14 | http://is13.auto.ru/all/images/56/16/60x45/5616a142.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #000000 | 795 000 |  2011  |  55 000 км  |  1.6 AT (180 л.с.)универсал, бензин, передний  | Москва | 16.01.15
1006862133-46693d | http://is11.auto.ru/all/images/ec/bd/60x45/ecbd6242.jpg |  Opel Astra J1.4 AT (140 л.с.)  | #9c9999 | 650 000 |  2011  |  47 300 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Оренбург | 16.01.15
1006862865-51817d | http://is11.auto.ru/all/images/5c/8f/60x45/5c8f8c17.jpg |  Opel Astra H1.6 AT (105 л.с.)  | #0000FF | 375 000 |  2006  |  92 000 км  |  1.6 AT (105 л.с.)универсал, бензин, передний  | Москва | 16.01.15
1005451573-5480 | http://is15.auto.ru/all/images/ac/ce/60x45/acced94a.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #0000FF | 407 900 |  2008  |  155 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1004214217-33827 | http://is9.auto.ru/all/images/42/fc/60x45/42fc2639.jpg |  Opel Astra H1.6 AT (105 л.с.)  | #9c9999 | 336 900 |  2006  |  116 000 км  |  1.6 AT (105 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006862559-94b2 | http://is2.auto.ru/all/images/21/e7/60x45/21e74c89.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #9c9999 | 399 900 |  2009  |  75 425 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006858735-f55ec | http://is10.auto.ru/all/images/b1/3d/60x45/b13d7443.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #000000 | 550 000 |  2011  |  45 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Коломна | 16.01.15
1006861995-78af85 | http://is12.auto.ru/all/images/b8/8e/60x45/b88e4b52.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #000000 | 505 000 |  2010  |  78 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Сочи | 16.01.15
1006860473-3f83d | http://is5.auto.ru/all/images/3f/04/60x45/3f047465.jpg |  Opel Astra F1.6 MT (75 л.с.) 16LZ2  | #34ba2b | 150 000 |  1997  |  226 000 км  |  1.6 MT (75 л.с.) 16LZ2универсал, бензин, передний  | Ярославль | 16.01.15
1006860449-c615b | /i/all7/img/no-photo-thumb.gif |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 410 000 |  2008  |  108 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 16.01.15
1006679061-ccf1 | http://is18.auto.ru/all/images/63/a8/60x45/63a83950.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #000000 | 350 000 |  2006  |  98 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Нижний Новгород | 16.01.15
1006861239-65bd | http://is18.auto.ru/all/images/65/ed/60x45/65edf953.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #FFFFFF | 445 000 |  2010  |  85 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Санкт-Петербург | 16.01.15
1006316699-20a632 | http://is13.auto.ru/all/images/3c/bb/60x45/3cbb4639.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #CACECB | 295 000 |  2006  |  148 759 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1004227195-7aff | http://is18.auto.ru/all/images/b6/d1/60x45/b6d16072.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #9c9999 | 550 000 |  2011  |  70 000 км  |  1.6 AT (115 л.с.)универсал, бензин, передний  | Санкт-Петербург | 16.01.15
1006860407-5b81 | http://is15.auto.ru/all/images/c8/51/60x45/c851955a.jpg |  Opel Astra H Рестайлинг1.6 AT (86 л.с.)  | #CACECB | 370 000 |  2008  |  138 000 км  |  1.6 AT (86 л.с.)седан, бензин, передний  | Екатеринбург | 16.01.15
1006859581-05da | http://is2.auto.ru/all/images/04/1d/60x45/041d5b7e.jpg |  Opel Astra H Рестайлинг2.0 MT (200 л.с.)  | #000000 | 375 000 |  2007  |  92 000 км  |  2.0 MT (200 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 16.01.15
1006858509-844dbf | http://is16.auto.ru/all/images/28/45/60x45/2845d14a.jpg |  Opel Astra J1.4 AT (140 л.с.)  | #FFFFFF | 600 000 |  2011  |  100 000 км  |  1.4 AT (140 л.с.)универсал, бензин, передний  | Черкесск | 16.01.15
1006857977-0bd4 | /i/all7/img/no-photo-thumb.gif |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #CACECB | 300 000 |  2008  |  68 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Москва | 16.01.15
1006858809-4594 | http://is11.auto.ru/all/images/31/87/60x45/3187379b.jpg |  Opel Astra H Рестайлинг1.6 AT (180 л.с.)  | #CACECB | 455 000 |  2008  |  40 000 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006798053-463a | http://is16.auto.ru/all/images/3b/99/60x45/3b9958ca.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #000000 | 650 000 |  2010  |  79 000 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Калуга | 16.01.15
1005107593-66e50 | http://is12.auto.ru/all/images/15/6d/60x45/156db811.jpg |  Opel Astra H1.4 MT (90 л.с.)  | #0088ff | 340 000 |  2006  |  104 000 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Химки | 16.01.15
1006360575-85d6 | http://is11.auto.ru/all/images/c2/81/60x45/c281d3c2.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #000000 | 430 000 |  2008  |  135 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Ставрополь | 16.01.15
1006856121-fca5b5 | /i/all7/img/no-photo-thumb.gif |  Opel Astra G1.6 MT (101 л.с.)  | #0000FF | 300 000 |  1998  |  190 000 км  |  1.6 MT (101 л.с.)универсал, бензин, передний  | Частые | 16.01.15
1006849539-097b7 | http://is13.auto.ru/all/images/b8/cb/60x45/b8cba59d.jpg |  Opel Astra H1.6 MT (105 л.с.)  | #CACECB | 385 000 |  2007  |  87 000 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Архангельск | 16.01.15
1006849565-f66875 | http://is10.auto.ru/all/images/01/35/60x45/01355db3.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #0000FF | 472 000 |  2010  |  42 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Архангельск | 16.01.15
1006847235-efe6c | http://is2.auto.ru/all/images/de/66/60x45/de66f87c.jpg |  Opel Astra J Рестайлинг1.6 AT (115 л.с.)  | #000000 | 719 900 |  2013  |  43 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 16.01.15
1006843857-c705 | /i/all7/img/no-photo-thumb.gif |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #FF0000 | 430 000 |  2009  |  118 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 16.01.15
1006821099-2701b | http://is15.auto.ru/all/images/21/f1/60x45/21f13dac.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #000000 | 400 000 |  2008  |  111 000 км  |  1.6 MT (115 л.с.)универсал, бензин, передний  | Москва | 16.01.15
1006816841-a4f3b | http://is3.auto.ru/all/images/da/24/60x45/da24e6ca.jpg |  Opel Astra J1.6 MT (115 л.с.)  | #9c9999 | 575 000 |  2010  |  45 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 16.01.15
1006802373-5090 | http://is2.auto.ru/all/images/39/6e/60x45/396ee36a.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #CACECB | 370 000 |  2008  |  100 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Владикавказ | 16.01.15
1004976039-02a3c | http://is8.auto.ru/all/images/8f/3c/60x45/8f3c546c.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 415 000 |  2006  |  110 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006313267-83815 | http://is18.auto.ru/all/images/e4/43/60x45/e4436513.jpg |  Opel Astra J Рестайлинг1.4 MT (140 л.с.)  | #9c9999 | 699 900 |  2012  |  61 000 км  |  1.4 MT (140 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006162585-e4da | http://is15.auto.ru/all/images/9e/ae/60x45/9eaeedc8.jpg |  Opel Astra G1.6 MT (101 л.с.)  | #0000FF | 230 000 |  2001  |  218 000 км  |  1.6 MT (101 л.с.)седан, бензин, передний  | Санкт-Петербург | 16.01.15
1006749391-061035 | http://is6.auto.ru/all/images/2c/70/60x45/2c70a268.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #FF0000 | 850 000 |  2013  |  11 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1004713437-2bfc1b | http://is9.auto.ru/all/images/8a/ba/60x45/8abab0fc.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #000000 | 699 999 |  2012  |  76 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1005981119-e77796 | http://is3.auto.ru/all/images/df/8a/60x45/df8aaa76.jpg |  Opel Astra J Рестайлинг1.6 AT (115 л.с.)  | #000000 | 670 000 |  2012  |  36 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Рязань | 15.01.15
1006214827-9d7c59 | http://is15.auto.ru/all/images/08/65/60x45/08659556.jpg |  Opel Astra J Рестайлинг1.8 MT (140 л.с.)  | #FFFFFF | 780 000 |  2013  |  41 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Наро-Фоминск | 15.01.15
1006815501-9f1543 | http://is13.auto.ru/all/images/54/8c/60x45/548c7af2.jpg |  Opel Astra J Рестайлинг1.6 AT (180 л.с.)  | #9c9999 | 790 000 |  2013  |  34 800 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Петрозаводск | 15.01.15
1001173584-29fb59 | http://is14.auto.ru/all/images/07/19/60x45/0719b9b1.jpg |  Opel Astra G1.6 MT (75 л.с.)  | #9c9999 | 145 000 |  1999  |  216 000 км  |  1.6 MT (75 л.с.)хэтчбек, бензин, передний  | Северодвинск | 15.01.15
1006815205-61343 | http://is15.auto.ru/all/images/11/ca/60x45/11cab8e5.jpg |  Opel Astra J РестайлингAT  | #000000 | 720 000 |  2012  |  32 000 км  |  ATхэтчбек, бензин, передний  | Москва | 15.01.15
1001899627-392a9 | http://is2.auto.ru/all/images/71/18/60x45/71189336.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #0088ff | 370 000 |  2008  |  120 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Рязань | 15.01.15
1006750549-fca1f5 | http://is14.auto.ru/all/images/c5/67/60x45/c5672d3f.jpg |  Opel Astra J Рестайлинг1.6 MT (115 л.с.)  | #CACECB | 700 000 |  2013  |  18 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Ахтубинск | 15.01.15
1006311019-48b98 | http://is9.auto.ru/all/images/67/58/60x45/6758f0b3.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #0000FF | 419 000 |  2008  |  97 600 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006471489-002346 | http://is16.auto.ru/all/images/70/b4/60x45/70b49d96.jpg |  Opel Astra G1.4 MT (90 л.с.)  | #CACECB | 165 000 |  2001  |  244 000 км  |  1.4 MT (90 л.с.)универсал, бензин, передний  | Рыбинск | 15.01.15
1006463963-f2bc8 | http://is2.auto.ru/all/images/ee/a8/60x45/eea850ad.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #0000FF | 370 000 |  2007  |  116 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Одинцово | 15.01.15
1006813859-8910d | http://is13.auto.ru/all/images/68/54/60x45/68542090.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #0000FF | 500 000 |  2008  |  61 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
49766170-ae92f5 | http://is1.auto.ru/all/images/11/bf/60x45/11bff3ad.jpg |  Opel Astra G1.6 MT (84 л.с.)  | #000000 | 260 000 |  2002  |  179 000 км  |  1.6 MT (84 л.с.)хэтчбек, бензин, передний  | Тамбов | 15.01.15
1005568245-7debe | http://is9.auto.ru/all/images/db/67/60x45/db67395d.jpg |  Opel Astra H1.6 AT (105 л.с.)  | #000000 | 329 900 |  2004  |  137 511 км  |  1.6 AT (105 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1002155127-87da3 | http://is13.auto.ru/all/images/97/c5/60x45/97c5afae.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #0088ff | 420 000 |  2008  |  138 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Санкт-Петербург | 15.01.15
1006461393-a2f71e | http://is5.auto.ru/all/images/6e/2a/60x45/6e2a96e8.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #CACECB | 460 000 |  2007  |  160 000 км  |  1.8 AT (140 л.с.)универсал, бензин, передний  | Москва | 15.01.15
1006521187-2fa9af | http://is16.auto.ru/all/images/c2/34/60x45/c2348eb7.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #CACECB | 790 000 |  2013  |  7 900 км  |  1.4 AT (140 л.с.)седан, бензин, передний  | Курск | 15.01.15
1006812933-68f953 | http://is1.auto.ru/all/images/da/44/60x45/da442cc3.jpg |  Opel Astra J Рестайлинг2.0d MT (130 л.с.)  | #CACECB | 695 000 |  2012  |  70 000 км  |  2.0d MT (130 л.с.)хэтчбек, дизель, передний  | Тверь | 15.01.15
1003361774-65cf81 | http://is9.auto.ru/all/images/45/9d/60x45/459d71ea.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #9c9999 | 640 000 |  2010  |  100 000 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006812327-fd97df | http://is1.auto.ru/all/images/eb/2c/60x45/eb2c94e8.jpg |  Opel Astra J1.6 AT (115 л.с.)  | #CACECB | 610 000 |  2012  |  23 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006751321-e0657 | http://is15.auto.ru/all/images/4f/4d/60x45/4f4d0501.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #9c9999 | 360 000 |  2008  |  65 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006812089-4375 | http://is16.auto.ru/all/images/ff/00/60x45/ff006e8a.jpg |  Opel Astra G1.6 AT (101 л.с.)  | #34ba2b | 210 000 |  2003  |  150 000 км  |  1.6 AT (101 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006811889-2db63 | http://is9.auto.ru/all/images/02/a1/60x45/02a19c60.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #FFFFFF | 520 000 |  2011  |  35 500 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006810239-b459f1 | http://is2.auto.ru/all/images/53/46/60x45/5346da1d.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #CACECB | 445 000 |  2010  |  17 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Барнаул | 15.01.15
1006809729-c2b0c | http://is3.auto.ru/all/images/8b/bd/60x45/8bbd52e1.jpg |  Opel Astra J Рестайлинг1.6 MT (115 л.с.)  | #FFCC00 | 760 000 |  2013  |  24 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Орел | 15.01.15
41614526-2481 | http://is8.auto.ru/all/images/36/bf/60x45/36bfdbfa.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #000000 | 740 000 |  2011  |  55 000 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Пушкино | 15.01.15
1004960833-335d | http://is16.auto.ru/all/images/bb/1d/60x45/bb1d0413.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #FFFFFF | 670 000 |  2011  |  79 000 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
49998518-5e8544 | http://is8.auto.ru/all/images/5e/c3/60x45/5ec3d2d7.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #000000 | 370 000 |  2007  |  166 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Воронеж | 15.01.15
1004764065-79ac | http://is14.auto.ru/all/images/0f/db/60x45/0fdbbb15.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #9c9999 | 435 000 |  2011  |  39 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 15.01.15
1004762237-9068aa | http://is18.auto.ru/all/images/21/b0/60x45/21b087b6.jpg |  Opel Astra H Рестайлинг1.3d MT (90 л.с.)  | #CACECB | 370 005 |  2008  |  67 000 км  |  1.3d MT (90 л.с.)универсал, дизель, передний  | Москва | 15.01.15
1006807979-02a450 | http://is11.auto.ru/all/images/48/d5/60x45/48d54a59.jpg |  Opel Astra J1.6 AT (115 л.с.)  | #000000 | 580 000 |  2012  |  76 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006798367-d5b5 | http://is16.auto.ru/all/images/03/d9/60x45/03d9cf7e.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #9c9999 | 650 000 |  2011  |  91 663 км  |  1.6 AT (180 л.с.)универсал, бензин, передний  | Москва | 15.01.15
1006259087-a66a | http://is15.auto.ru/all/images/09/76/60x45/09767b3c.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #CACECB | 620 000 |  2010  |  96 000 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Владимир | 15.01.15
1003056898-2474 | http://is18.auto.ru/all/images/ae/d2/60x45/aed29442.jpg |  Opel Astra G1.8 MT (125 л.с.)  | #CACECB | 300 000 |  2003  |  165 000 км  |  1.8 MT (125 л.с.)универсал, бензин, передний  | Подольск | 15.01.15
1006631845-011dad | http://is3.auto.ru/all/images/4e/07/60x45/4e071591.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #FFFFFF | 580 000 |  2013  |  18 200 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Краснодар | 15.01.15
1006807385-f6228c | http://is18.auto.ru/all/images/34/60/60x45/3460ba98.jpg |  Opel Astra J Рестайлинг1.6 MT (115 л.с.)  | #FFFFFF | 745 000 |  2013  |  23 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Санкт-Петербург | 15.01.15
1006805677-012969 | http://is6.auto.ru/all/images/82/26/60x45/8226d41f.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #000000 | 430 000 |  2008  |  95 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Рославль | 15.01.15
1006628799-2d22a | http://is17.auto.ru/all/images/89/d4/60x45/89d4a066.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #000000 | 690 000 |  2013  |  10 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Ростов-на-Дону | 15.01.15
1006805661-3220c6 | http://is3.auto.ru/all/images/4e/af/60x45/4eafc3a9.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #000000 | 600 000 |  2013  |  42 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Москва | 15.01.15
1006798483-07656 | http://is16.auto.ru/all/images/d6/71/60x45/d6719130.jpg |  Opel Astra H1.6 MT (105 л.с.)  | #000000 | 290 000 |  2006  |  160 000 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Торжок | 15.01.15
1006805561-81ebd4 | http://is18.auto.ru/all/images/d0/40/60x45/d0402204.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 410 000 |  2007  |  217 000 км  |  1.8 AT (140 л.с.)универсал, бензин, передний  | Москва | 15.01.15
1006796591-28e8e2 | http://is10.auto.ru/all/images/15/c1/60x45/15c1cc74.jpg |  Opel Astra J Рестайлинг1.6 MT (115 л.с.)  | #926547 | 720 000 |  2013  |  23 900 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 15.01.15
1006158215-98c1bd | http://is7.auto.ru/all/images/be/fe/60x45/befefb5a.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #0088ff | 420 000 |  2009  |  115 000 км  |  1.6 AT (115 л.с.)седан, бензин, передний  | Воронеж | 15.01.15
1006689933-2c4c | http://is4.auto.ru/all/images/db/75/60x45/db75534d.jpg |  Opel Astra J1.6 MT (115 л.с.)  | #FFFFFF | 630 000 |  2012  |  32 500 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Саранск | 15.01.15
1006803659-6cba81 | http://is6.auto.ru/all/images/55/23/60x45/5523e8c0.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #9c9999 | 480 000 |  2011  |  50 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1004555247-1f56 | /i/all7/img/no-photo-thumb.gif |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #CACECB | 430 000 |  2009  |  85 000 км  |  1.6 MT (115 л.с.)универсал, бензин, передний  | Москва | 15.01.15
